,pa_mean,SOCIAL_min,COMMUNICATION_min,APP_USAGE_min,APPS_OPENED_number,Cluster_HOME_min,Cluster_1_min,Cluster_2_min,Cluster_3_min,Cluster_4_min,Cluster_5_min,UNIQUE_STAYPOINTS_number,TIME_STATIONARY_min,TOTAL_MACHASHES_number,UNIQUE_MACHASHES_number,BLUETOOTH_TOTAL_MACHASHES_number,BLUETOOTH_UNIQUE_MACHASHES_number,CALL_TOTAL_min,CALL_incoming_min,CALL_outgoing_min,CALL_TOTAL_number,CALL_incoming_number,CALL_outgoing_number,CALL_UNIQUE_CONTACTS_number,LIGHT_LUX_mean,LIGHT_LUX_std,SCREEN_onLocked_number,SCREEN_onUnlocked_number,SMS_received_number,SMS_sent_number,SMS_UNIQUE_CONTACTS_number
7806,5.635663219443479,0.39210363785208335,0.4504169691170553,5.99439100557988,8.215024512347672,60.34212000495732,0.6370090719799427,0.41360932665739303,4.116464440347694,2.8006412939257865,7.352828245540338,2.215662426953964,60.981477714286605,72.45442732409091,19.642637274524926,34.54382340587291,20.163154884475784,6.371103525439753,1.122906693213508,14.905669426792036,7.372984621750234,0.6811378649052726,4.98906093088073,1.3644127804494983,0.18419151259969926,1.08785910507948,4.249488225829483,4.316717420523654,0.47206617704924253,0.2533138072751385,1.424295839155447
7807,4.946076635264106,0.5251582197987887,0.73528344786887,3.459318121250022,8.37378174498699,180.8115899484056,0.67349665213704,1.0408612206737686,21.69265164218645,0.7047381435813825,4.475700002957704,1.8039522732113507,181.28833530721423,191.55006995173792,21.135054026553384,94.86311152377081,44.140502314814896,0.14272211208042906,0.5782129472287424,2.7975199369026447,2.190883731152494,0.9470331855278002,1.057034702264583,2.094057538962013,1.2711235819476019,0.3082593202238828,5.464204690643676,4.938892822433677,1.6884036835937908,0.981049149645142,2.4785817044742413
7808,7.894683009570729,41.924104547977,13.593230520897157,134.03533877178836,210.39824551044907,611.881963475052,0.14560859906980933,0.20084760373125068,3.486315802299246,0.14970672387232922,1.0252037024513778,2.5085286092569055,610.8382696569358,663.849968772487,28.117675423210024,299.6990016849666,139.89982267088982,0.05026145937850607,3.8280724628908898,0.389886087446243,10.58528829876759,0.6441564069158605,2.3513366615994853,1.7761370586180862,90.5725575939378,171.99627473303576,22.755619413813513,12.192841372009854,2.912018287706712,1.2272010465915197,1.4255878373826079
7809,4.354763386930044,1.12171964447582,0.49703997336322814,2.318870910791137,9.080501593443577,361.9490240837655,0.4150465460702566,0.25179698543811246,1.0112013749454227,1.4359944614978795,1.341647424824758,1.301591651628973,360.48031500603184,395.74364066133614,21.52339742973549,176.4349333330872,71.32181939323004,0.28016211418674375,2.4577366390332847,0.28007876497944645,0.11204175305335824,1.47211785575044,0.19888912968264028,13.974190038838996,0.3602029740974994,4.424569686846774,5.3839760380603785,4.560926375891915,0.48859960933394864,5.6161119269993645,0.25921433928369625
7810,3.935004662551541,40.28517407052575,15.577929945126172,133.72734585718015,210.25858242066636,610.4519096009166,1.0139685146672355,0.45728687020997694,1.3328872043258384,1.0832856670773225,0.46292220821050867,2.7523450517442836,610.2464915476737,663.7989076918273,32.52836195053614,299.31278685660055,138.58073614893394,0.4580792552304591,1.8239552970646122,0.46777111887109013,1.5585376737737917,1.1471489939027675,1.8596977331516593,1.9459994310219972,89.76984305419272,172.31807166683657,18.453114405155574,12.093637394561345,0.4386956019466287,0.619057052349996,0.12936986623316454
7811,4.389433779606673,27.03982204960913,3.3414722394381338,63.8396407582651,99.28034634436132,540.5292712624249,0.4935032974312377,3.0231601180451118,2.1924152554269827,0.40171430040160966,0.33684894944177834,2.8026178197500506,543.2780045220848,564.6176647708598,26.49714903427564,266.5776200172245,122.32480299664553,3.198043418817598,7.860805908628055,1.1711281236107214,1.0187504053928225,0.4954646457459847,0.9832472104149137,0.6240455207891583,5.036128976409428,3.666929786232088,7.019076065218831,6.563749119895577,0.2443905011804703,0.481636467599898,0.5781810401913718
7812,6.141299587119422,9.53699808017943,7.783561425780082,39.037837463363246,109.29612303085784,506.77148254060774,199.69332790388538,0.7255571686261149,2.530156924216962,0.3872855841031934,1.918713507636818,3.066254466552263,696.861733095615,890.1770436276139,251.17299010347176,308.5634656668326,169.5851537130688,0.15809849229401285,0.2282367017926279,4.452924462462875,2.720743088461084,1.819365515510001,0.5664757878474693,1.5681444378233795,191.9837078073985,159.9186455829594,56.345309100654696,36.60530714813056,0.8724159750770506,2.6618777577851107,1.4246956393421006
7813,6.727201999923006,3.011633737657979,0.7684529084311987,1.0212181023028146,2.0768290160019998,1.161534249297499,60.17922450233691,0.9063406191862529,0.3780685257515219,0.2459406420133249,0.9596992922848904,4.018693931716525,60.20762825030754,50.4863461512094,51.086616920933125,8.66276153666939,15.788188965904586,0.273097791379929,0.3146642519520325,0.721064130975416,0.5264678542828057,1.3378104920793226,0.19456007899048627,2.7858647915272035,310.3694923070983,1.8210501208638157,2.8313338122455907,2.5146725710812583,3.384332154794374,0.36838037609892593,1.9746615784777692
7814,8.46502874818383,47.215119576123534,19.83812375771427,169.70928741392555,311.9623685966664,655.7463442491905,191.12062392966993,1.050296582097931,2.055206419153528,0.6636993210386903,0.9657032022324675,3.0864127534330557,845.930149571921,1083.7990362011549,255.62330109601095,379.6330752175381,205.36244774411426,0.2939956216705696,1.3783040385753769,0.2057573048149768,2.347479461187442,0.4203476550823376,3.3514552219188936,0.3890954297976117,184.62677164346178,167.24044088446723,68.42867338842356,43.197290831681165,1.8979238030974652,1.7860264167631268,0.5034166670434508
7815,12.868417299888648,7.652499030583208,12.373243681390353,38.87121823037359,108.28789960633428,145.37270326252562,190.9828122312223,0.3294845287072053,3.1524927147850814,1.4697092380257724,0.8419906075996355,10.238246807352875,336.4636348623022,526.4371187712763,247.21180748689042,135.98379317630267,94.18008044034536,2.052597539026468,0.7457698007823635,1.8468045120505212,6.607883261467537,0.9884204793115744,0.39522613630786857,2.585036163177244,206.74107388489645,158.18381321872488,55.84076217963728,36.18226831410528,0.08905614882356072,0.4066304939259249,1.9132863535547522
