,Date,pa_happy_sliderNegPos,pa_energy_sliderNegPos,pa_relax_sliderNegPos
0,2021-10-25 18:59:38.837536516,NA,NA,NA
1,2021-10-26 07:46:39.579333615,5.297842098696244,2.061051727695414,3.5675437081467667
2,2021-10-26 11:38:59.334110889,6.311746843315065,13.104694258986887,6.047756131801316
3,2021-10-26 14:22:00.627950088,10.939741536073791,12.703427367751642,10.068575119139473
4,2021-10-26 16:05:10.339640619,5.962909018537404,4.608160482879812,6.85450674120646
5,2021-10-26 19:06:20.441581469,8.982813218280352,8.179665826617697,7.5554277090490265
6,2021-10-26 21:21:32.237598192,8.30469376709016,10.68494608000136,8.264331266237239
7,2021-10-27 07:43:06.095237021,2.365334370982405,9.936022908965608,9.155478523300143
8,2021-10-27 11:59:47.196670340,8.448896253109442,6.472781596396285,12.086549880913136
9,2021-10-27 13:00:48.853281969,8.250955104138157,8.177380860921232,8.016611297736523
10,2021-10-27 17:24:30.553693311,7.98322863277048,4.173955012660246,11.219924175262591
11,2021-10-27 18:54:02.130584432,7.777574674336393,5.79779535989849,9.501785538049564
12,2021-10-27 22:52:18.425103006,7.8700886644437595,1.0969976522513707,8.875783693419027
13,2021-10-28 07:38:51.856700347,2.604521332489903,0.25997096858639784,7.605959353782737
14,2021-10-28 12:46:51.866486242,7.967252075382634,2.4507100939202964,8.880819025235727
15,2021-10-28 16:21:02.558837720,8.330062688722789,7.403002900077663,4.949788499512362
16,2021-10-28 19:08:24.094776991,8.852336636619725,4.1250789003418475,14.47996986195665
17,2021-10-28 23:37:00.161207136,8.545318786369178,4.749567162290294,8.269525884403985
18,2021-10-29 00:39:57.210815666,9.146513431505655,2.9387623885818157,8.466747455381144
19,2021-10-29 10:06:41.461255351,6.91623290417086,4.562786844382636,9.301669741653239
20,2021-10-29 11:20:49.200172517,11.639672343459637,8.174335121895611,8.535022978021207
21,2021-10-29 14:43:16.545846235,8.160406181491338,3.063959204286539,3.037185772763401
22,2021-10-29 16:18:14.930132119,7.491763360075817,4.1765031664438,13.240639369982734
23,2021-10-29 17:03:51.247384570,8.491398531857543,8.623193379699186,12.370869668930236
24,2021-10-29 21:00:29.321631929,11.576344817161633,8.176257957722207,11.452549614849383
25,2021-10-30 09:53:19.553389835,9.467147293953019,6.127925189927846,8.250633565531166
26,2021-10-30 12:28:46.154272092,6.912569989741833,1.65988957646442,9.149347966803703
27,2021-10-30 14:28:36.220168364,7.424911087845447,2.48988653811606,7.814733999366149
28,2021-10-30 16:41:26.027427668,6.471827134228068,4.114695862685788,9.449343858248776
29,2021-10-30 23:20:25.506458072,4.470839452892299,1.5685995896654998,3.983114114264461
30,2021-10-31 07:35:55.644989788,3.4633200057624034,0.8329872634065109,7.142234022541816
31,2021-10-31 10:59:46.360609829,7.136217732650339,6.8088163341893315,6.975910338920242
32,2021-10-31 15:12:13.816501544,4.376462100876574,1.7122047785013477,7.505581174538109
33,2021-10-31 17:28:37.085846257,15.164399988879484,8.321293404267376,9.370181162570413
34,2021-10-31 19:04:55.572475172,8.085001811630766,9.417246412518509,3.4497713077842573
35,2021-11-01 00:10:43.745888341,4.468645837107572,2.193872195774591,3.296223226409468
36,2021-11-01 08:19:28.979019643,3.6273200420164744,3.2678165735250513,2.7932178825649263
37,2021-11-01 11:17:52.358684984,4.921664990966696,3.8073552993497435,4.8192734226898395
38,2021-11-01 13:47:40.140474216,8.137710820636046,2.4554925906167906,8.292785882162537
39,2021-11-01 18:44:12.296885216,8.264930071087424,6.420100449065472,7.524854020917195
40,2021-11-01 23:24:47.219009388,9.510751595193739,2.269981976448867,6.105276268232829
41,2021-11-02 08:05:19.153938222,5.69180701859816,7.685564294372843,7.672775667173727
42,2021-11-02 13:22:27.023550430,6.742057263346664,2.891297546307169,2.7579495021665195
43,2021-11-02 15:47:22.283740949,13.301014186966936,2.5180733794387122,4.392755262637872
44,2021-11-03 08:14:23.187298839,8.043872433647584,2.8383335029936463,8.207912703508978
45,2021-11-03 13:10:06.833764421,9.520023771747704,20.8328860442617,7.627528993837843
46,2021-11-03 14:42:28.079867338,11.297720767738477,8.75008827738696,14.147759618395506
47,2021-11-03 14:49:45.829920870,9.434832740265353,9.673480997557167,8.545479465460515
48,2021-11-03 14:51:18.730818390,10.74044688326737,8.640003100747395,10.579053109534572
49,2021-11-03 17:09:49.490064812,8.546356355563438,8.313343949923727,12.100262755630157
50,2021-11-03 19:46:36.836859650,9.446275092798961,8.833474228856248,13.19204649951325
51,2021-11-03 21:39:14.748098010,12.852325342661842,6.456202926659312,12.430375910600924
52,2021-11-04 08:36:12.477698201,3.861681763353335,4.279476282597328,10.123135391787772
53,2021-11-04 11:28:20.219497665,10.261619126655463,7.639892021829608,6.681253123567629
54,2021-11-04 15:15:07.475178132,10.518346828806928,2.68904899681127,8.800851916577255
55,2021-11-04 17:25:38.339921993,9.723204360518501,4.931969021482205,3.6384515851896535
