,timestamp,duration,genre
0,2021-10-25 17:17:01.986000000,1.8691575355151313,NA
1,2021-10-25 17:17:02.870157536,44.5404928685774,FOOD_DRINK
2,2021-10-25 18:25:07.788492869,1.6627233548529008,COMMUNICATION
3,2021-10-25 18:25:08.904723355,6.508186557370789,SHOPPING
4,2021-10-25 18:26:05.376186557,4.9730418115083195,NA
5,2021-10-25 18:27:30.746041812,1.8121782845048768,NEWS_MAGAZINES
6,2021-10-25 18:27:30.594178285,4.918437904277386,FOOD_DRINK
7,2021-10-25 18:27:34.714437904,17.996722524294906,NA
8,2021-10-25 18:27:50.917722524,82.21611150817543,SOCIAL
9,2021-10-25 18:29:26.152111508,7.1321281978282425,HEALTH_FITNESS
10,2021-10-25 18:29:32.082128198,2.4740569767547935,COMMUNICATION
11,2021-10-25 18:29:29.432056977,17.854696545444607,SOCIAL
12,2021-10-25 18:29:45.906696545,61.03027510152665,MUSIC_AUDIO
13,2021-10-25 18:30:52.651275102,2.32583009742763,TOOLS
14,2021-10-25 18:30:49.528830097,1.587368663318082,COMMUNICATION
15,2021-10-25 18:30:50.797368663,18.726714532185444,NA
16,2021-10-25 18:40:30.741714532,5.670857914348683,SOCIAL
17,2021-10-25 19:20:46.723857914,10.43421654426774,COMMUNICATION
18,2021-10-25 19:46:07.519216544,4.920954156891803,NA
19,2021-10-25 20:22:20.318954157,1.6235816888505545,COMMUNICATION
20,2021-10-25 20:22:21.029581689,4.396700546923833,SOCIAL
21,2021-10-25 20:48:14.708700547,1.978073726915703,COMMUNICATION
22,2021-10-25 20:48:16.294073727,4.3891063760612194,MUSIC_AUDIO
23,2021-10-25 22:25:41.907106376,2.0996734715560823,MUSIC_AUDIO
24,2021-10-25 22:25:43.620673472,5.562949343562262,MUSIC_AUDIO
25,2021-10-25 22:37:23.713949344,4.313426002347311,SOCIAL
26,2021-10-25 22:37:27.447426002,9.076635208825781,COMMUNICATION
27,2021-10-25 22:47:52.485635209,5.512274288760447,NA
28,2021-10-25 23:27:43.522274289,3.4045128868020598,NA
29,2021-10-25 23:27:46.403512887,6.741051679319257,NA
30,2021-10-26 07:36:10.558051679,10.948418778527005,TRAVEL_LOCAL
31,2021-10-26 07:36:17.775418779,10.123934863143234,NEWS_MAGAZINES
32,2021-10-26 07:46:37.435934863,4.021374698650215,COMMUNICATION
33,2021-10-26 07:46:39.347374699,2.5447174812576456,SOCIAL
34,2021-10-26 07:46:38.877717481,3.6893783145803263,MUSIC_AUDIO
35,2021-10-26 07:56:11.534378315,1.6088215856688126,MUSIC_AUDIO
36,2021-10-26 07:56:12.462821586,5.370891758005497,TOOLS
37,2021-10-26 08:04:26.550891758,6.787551993054223,SOCIAL
38,2021-10-26 08:08:17.183551993,1.7064903667111562,NEWS_MAGAZINES
39,2021-10-26 08:08:18.128490367,2.2127624203994656,COMMUNICATION
40,2021-10-26 08:16:42.856762420,21.27707653679664,SOCIAL
41,2021-10-26 08:32:23.396076537,1.9604168716498807,MUSIC_AUDIO
42,2021-10-26 08:32:15.082416872,6.480428259704162,NEWS_MAGAZINES
43,2021-10-26 08:44:25.696428260,3.187821749429812,NEWS_MAGAZINES
44,2021-10-26 08:44:28.403821749,1.6710902235836689,NA
45,2021-10-26 08:47:31.759090224,2.1189663917929336,VIDEOPLAYERS_EDITORS
46,2021-10-26 09:29:02.177966392,6.698692681616666,SOCIAL
47,2021-10-26 10:21:40.869692682,7.4184794916023185,NA
48,2021-10-26 11:37:04.982479492,1.375666746674845,NA
49,2021-10-26 11:37:02.981666747,51.16833031846579,SOCIAL
50,2021-10-26 11:37:54.256330318,22.84756005807181,SOCIAL
51,2021-10-26 11:38:12.014560058,5.42206600555803,NA
52,2021-10-26 11:43:21.106066006,25.17279849585487,NA
